zip5,lat,lng,state,city
01022,41.954171,-71.825306,MA,
01026,42.379371,-71.634106,MA,
01027,42.072971,-71.481706,MA,
01028,42.516971,-71.712506,MA,
01030,41.937771,-71.186906,MA,
01031,42.244171,-71.339306,MA,
01032,42.550571,-71.491706,MA,
01033,42.056571,-71.643706,MA,
01034,42.362971,-71.796106,MA,
01035,41.868971,-71.147706,MA,
01036,42.175371,-71.300106,MA,
01037,42.481771,-71.452506,MA,
01038,41.887771,-71.569706,MA,
01039,42.194171,-71.722106,MA,
01040,42.024171,-71.822906,MA,
01050,42.395771,-71.472106,MA,
01051,41.901771,-71.624106,MA,
01053,42.089371,-71.319706,MA,
01054,41.970571,-71.663306,MA,
01056,42.158171,-71.358906,MA,
01057,42.464571,-71.511306,MA,
01060,42.482171,-71.307706,MA,
01062,41.869371,-71.803306,MA,
01068,42.532171,-71.725306,MA,
01069,42.225771,-71.572906,MA,
01070,41.852971,-71.164906,MA,
01071,42.159371,-71.317306,MA,
01072,42.465771,-71.469706,MA,
01073,41.971771,-71.621706,MA,
01074,42.228171,-71.356506,MA,
01075,42.534571,-71.508906,MA,
01077,42.346971,-71.813306,MA,
01078,41.902971,-71.582506,MA,
01080,42.493771,-71.335306,MA,
01081,42.187371,-71.182906,MA,
01082,42.306171,-71.639706,MA,
01083,41.999771,-71.487306,MA,
01084,42.068571,-71.526506,MA,
01085,42.562571,-71.374506,MA,
01089,42.137371,-71.565706,MA,
01092,42.498571,-71.145706,MA,
01095,42.242171,-71.410906,MA,
01098,42.260971,-71.832906,MA,
01101,42.103371,-71.267706,MA,
01103,41.915771,-71.572106,MA,
01104,42.172171,-71.306906,MA,
01105,42.478571,-71.459306,MA,
01106,41.984571,-71.611306,MA,
01107,42.290971,-71.763706,MA,
01108,42.547371,-71.498506,MA,
01109,42.053371,-71.650506,MA,
01117,41.882171,-71.792906,MA,
01118,42.376171,-71.640906,MA,
01119,42.069771,-71.488506,MA,
01128,41.835371,-71.505306,MA,
01129,42.141771,-71.657706,MA,
01130,42.414571,-71.230506,MA,
01145,42.058971,-71.564106,MA,
01151,42.450571,-71.593706,MA,
01201,42.027371,-71.779706,MA,
01220,42.322171,-71.904506,MA,
01223,42.628571,-71.256506,MA,
01225,42.440971,-71.560906,MA,
01226,42.559771,-71.217306,MA,
01230,41.892971,-71.831306,MA,
01234,42.268171,-71.222506,MA,
01235,42.574571,-71.374906,MA,
01236,42.455771,-71.718506,MA,
01237,41.961771,-71.870506,MA,
01238,41.842971,-71.413706,MA,
01240,42.064571,-71.410906,MA,
01245,42.183371,-71.867706,MA,
01247,42.370971,-71.563306,MA,
01249,42.508571,-71.641706,MA,
01255,42.166971,-71.229306,MA,
01257,41.979371,-71.533706,MA,
01267,42.288171,-71.469706,MA,
01301,42.450971,-71.264906,MA,
01330,42.230971,-71.748506,MA,
01331,41.924571,-71.596106,MA,
01337,42.487371,-71.483306,MA,
01339,41.974571,-71.213306,MA,
01340,42.475371,-71.600506,MA,
01344,42.100171,-71.408906,MA,
01346,42.287771,-71.904906,MA,
01351,42.351771,-71.333306,MA,
01355,41.926571,-71.524506,MA,
01360,42.486971,-71.628106,MA,
01364,42.111771,-71.436506,MA,
01366,41.924171,-71.740906,MA,
01368,42.436971,-71.210506,MA,
01370,42.315771,-71.770506,MA,
01373,42.196971,-71.313706,MA,
01375,42.434571,-71.426906,MA,
01376,42.128171,-71.274506,MA,
01378,42.265771,-71.352906,MA,
01379,41.959371,-71.200506,MA,
01401,42.462571,-71.434506,MA,
01420,41.980171,-71.614106,MA,
01430,42.151371,-71.471706,MA,
01431,42.457771,-71.624106,MA,
01432,41.963771,-71.776106,MA,
01436,42.338971,-71.167306,MA,
01440,42.053371,-71.608506,MA,
01443,42.359771,-71.760906,MA,
01450,42.224571,-71.466106,MA,
01451,42.530971,-71.618506,MA,
01452,42.412171,-71.161706,MA,
01453,41.918171,-71.313706,MA,
01454,41.849371,-71.274506,MA,
01460,42.510971,-71.371306,MA,
01462,41.898171,-71.866906,MA,
01463,42.392171,-71.714906,MA,
01464,42.135771,-71.179706,MA,
01467,42.016971,-71.523306,MA,
01469,42.154571,-71.601706,MA,
01473,42.000971,-71.407306,MA,
01474,42.307371,-71.559706,MA,
01475,42.613771,-71.712106,MA,
01501,42.439771,-71.462506,MA,
01504,42.558571,-71.919306,MA,
01505,42.064571,-71.270906,MA,
01506,42.370971,-71.423306,MA,
01507,41.876971,-71.575306,MA,
01510,41.962171,-71.452506,MA,
01515,42.080971,-71.909306,MA,
01516,42.574971,-71.757306,MA,
01518,41.912171,-71.835306,MA,
01519,42.406171,-71.683306,MA,
01520,42.475771,-71.825706,MA,
01521,41.981771,-71.177306,MA,
01522,41.862971,-71.520906,MA,
01523,42.169371,-71.673306,MA,
01524,42.100571,-71.634106,MA,
01526,42.288171,-71.329706,MA,
01527,42.594571,-71.482106,MA,
01529,42.031771,-71.594906,MA,
01531,41.998171,-71.815706,MA,
01532,42.116971,-71.472106,MA,
01534,41.879371,-71.358906,MA,
01535,42.373371,-71.206906,MA,
01536,42.492171,-71.663706,MA,
01537,42.185771,-71.511306,MA,
01540,42.048571,-71.288106,MA,
01541,42.354971,-71.440506,MA,
01542,41.860971,-71.592506,MA,
01543,42.167371,-71.744906,MA,
01545,41.929771,-71.631706,MA,
01546,42.236171,-71.784106,MA,
01550,42.231371,-71.173306,MA,
01560,42.590971,-71.873306,MA,
01562,41.978171,-71.568506,MA,
01564,42.165771,-71.264106,MA,
01566,42.353371,-71.760106,MA,
01568,42.540971,-71.455706,MA,
01569,42.046971,-71.607706,MA,
01570,42.219771,-71.145706,MA,
01571,41.913371,-71.793706,MA,
01581,42.624171,-71.161306,MA,
01583,42.436571,-71.465706,MA,
01585,42.248971,-71.770106,MA,
01588,42.367771,-71.426506,MA,
01590,42.146571,-71.151306,MA,
01602,42.395371,-71.800906,MA,
01603,42.088971,-71.648506,MA,
01604,41.832571,-71.913706,MA,
01605,42.326571,-71.761706,MA,
01606,42.020171,-71.609306,MA,
01607,42.514171,-71.457306,MA,
01608,42.257771,-71.722506,MA,
01609,41.951371,-71.570106,MA,
01610,42.379371,-71.684906,MA,
01611,41.885371,-71.836906,MA,
01612,42.191771,-71.188906,MA,
01613,42.498171,-71.341306,MA,
01615,42.310571,-71.645706,MA,
01618,42.429371,-71.302106,MA,
01635,42.052571,-71.430106,MA,
01657,42.188171,-71.580106,MA,
01690,42.194571,-71.463706,MA,
01701,41.878971,-71.702906,MA,
01702,42.206171,-71.781706,MA,
01710,42.201371,-71.170906,MA,
01719,41.844971,-71.401306,MA,
01720,41.830171,-71.243706,MA,
01721,42.136571,-71.396106,MA,
01730,42.459371,-71.386506,MA,
01731,42.152971,-71.234106,MA,
01740,42.287771,-71.806906,MA,
01741,42.594171,-71.158906,MA,
01742,42.475371,-71.502506,MA,
01745,42.168971,-71.350106,MA,
01746,42.050171,-71.693706,MA,
01747,42.356571,-71.846106,MA,
01748,41.891771,-71.688906,MA,
01749,42.198171,-71.841306,MA,
01752,42.283371,-71.718506,MA,
01753,42.422971,-71.301306,MA,
01754,42.095771,-71.222506,MA,
01756,41.908171,-71.526906,MA,
01757,42.402171,-71.374906,MA,
01760,42.299771,-71.556506,MA,
01768,41.895371,-71.674106,MA,
01770,42.128571,-71.698906,MA,
01772,42.316171,-71.394506,MA,
01773,42.009771,-71.242106,MA,
01775,42.197371,-71.738106,MA,
01776,41.890971,-71.585706,MA,
01778,42.078571,-71.281306,MA,
01800,42.344971,-71.734506,MA,
01801,42.038571,-71.582106,MA,
01802,42.157371,-71.238506,MA,
01803,41.850971,-71.886506,MA,
01810,42.516171,-71.592106,MA,
01821,42.296171,-71.275306,MA,
01822,41.989771,-71.923306,MA,
01824,42.227371,-71.236106,MA,
01826,42.414971,-71.732106,MA,
01827,42.108571,-71.579706,MA,
01830,41.973771,-71.807306,MA,
01832,42.586571,-71.311706,MA,
01833,42.092571,-71.463706,MA,
01834,42.398971,-71.616106,MA,
01835,41.904971,-71.768106,MA,
01840,42.260171,-71.712506,MA,
01841,41.953771,-71.560106,MA,
01842,42.072571,-71.216506,MA,
01843,42.566571,-71.864906,MA,
01844,41.884971,-71.520906,MA,
01845,42.378971,-71.368906,MA,
01848,42.210171,-71.294906,MA,
01850,42.431371,-71.570106,MA,
01851,41.937371,-71.722106,MA,
01852,42.618971,-71.265706,MA,
01854,42.006171,-71.761306,MA,
01860,42.271771,-71.740106,MA,
01862,42.459371,-71.435706,MA,
01863,42.152971,-71.283306,MA,
01864,41.846571,-71.130906,MA,
01865,42.340571,-71.779306,MA,
01867,42.528171,-71.474906,MA,
01876,42.276571,-71.550506,MA,
01878,42.038971,-71.437306,MA,
01879,42.345371,-71.589706,MA,
01880,41.960171,-71.443706,MA,
01886,42.147771,-71.139306,MA,
01887,41.841371,-71.787306,MA,
01890,42.577771,-71.558906,MA,
01901,42.261771,-71.275706,MA,
01902,42.568171,-71.428106,MA,
01904,42.330571,-71.314906,MA,
01905,41.836571,-71.466906,MA,
01906,42.142971,-71.619306,MA,
01907,42.449371,-71.771706,MA,
01908,42.005371,-71.540906,MA,
01913,42.465771,-71.609706,MA,
01915,41.852971,-71.304906,MA,
01921,42.004171,-71.582506,MA,
01922,41.885371,-71.926106,MA,
01923,42.191771,-71.278106,MA,
01929,41.954171,-71.164906,MA,
01930,42.126571,-71.781306,MA,
01938,42.176571,-71.398506,MA,
01940,42.040171,-71.145306,MA,
01944,42.465371,-71.754506,MA,
01945,41.971371,-71.906506,MA,
01949,42.296571,-71.680506,MA,
01950,41.868971,-71.287706,MA,
01951,42.362971,-71.135706,MA,
01952,42.056571,-71.783706,MA,
01953,42.550571,-71.631706,MA,
01960,42.028571,-71.918106,MA,
01966,41.840971,-71.422106,MA,
01969,42.384971,-71.687706,MA,
01970,41.857371,-71.260106,MA,
01977,42.538971,-71.604106,MA,
01982,42.152571,-71.718506,MA,
01985,42.221371,-71.757706,MA,
01994,42.544171,-71.748106,MA,
02019,41.847371,-71.458106,MA,
02021,41.969371,-71.244506,MA,
02025,42.394571,-71.853706,MA,
02026,42.275771,-71.396906,MA,
02027,42.582171,-71.549306,MA,
02030,41.845771,-71.777706,MA,
02032,42.458571,-71.282106,MA,
02035,41.914571,-71.816906,MA,
02038,42.596171,-71.360506,MA,
02040,42.390171,-71.898506,MA,
02043,42.508971,-71.554906,MA,
02045,42.271371,-71.441706,MA,
02048,42.340171,-71.480906,MA,
02050,42.218971,-71.240506,MA,
02052,42.406571,-71.736506,MA,
02053,42.100171,-71.584106,MA,
02054,42.594171,-71.432106,MA,
02056,41.981371,-71.927706,MA,
02060,41.932171,-71.613306,MA,
02061,42.238571,-71.765706,MA,
02062,42.119771,-71.308906,MA,
02066,42.494971,-71.500506,MA,
02067,42.000971,-71.652506,MA,
02072,42.373771,-71.260106,MA,
02080,42.090171,-71.629706,MA,
02081,42.396571,-71.782106,MA,
02090,41.918971,-71.772106,MA,
02093,42.600571,-71.315706,MA,
02108,42.260171,-71.779306,MA,
02111,41.987371,-71.406106,MA,
02113,42.174971,-71.902106,MA,
02115,42.362571,-71.597706,MA,
02118,42.531371,-71.671706,MA,
02119,42.037371,-71.823706,MA,
02120,42.321771,-71.424106,MA,
02121,42.015371,-71.271706,MA,
02122,42.509371,-71.920106,MA,
02124,41.896571,-71.615306,MA,
02125,42.390571,-71.463306,MA,
02126,42.084171,-71.310906,MA,
02127,42.578171,-71.158906,MA,
02128,42.271771,-71.806906,MA,
02129,41.965371,-71.654506,MA,
02130,42.138971,-71.538906,MA,
02131,42.445371,-71.691306,MA,
02132,41.951371,-71.843306,MA,
02134,42.514171,-71.730506,MA,
02135,42.020171,-71.882506,MA,
02136,42.326571,-71.234506,MA,
02138,42.088971,-71.921706,MA,
02139,42.395371,-71.273706,MA,
02143,41.900971,-71.570506,MA,
02144,41.969771,-71.609706,MA,
02145,42.463771,-71.457706,MA,
02146,42.582571,-71.914506,MA,
02148,42.344971,-71.801306,MA,
02149,42.038571,-71.648906,MA,
02150,42.566171,-71.276106,MA,
02151,42.072171,-71.428106,MA,
02152,41.953371,-71.771706,MA,
02155,42.497371,-71.236906,MA,
02159,42.022171,-71.810906,MA,
02169,42.396171,-71.376906,MA,
02170,42.023771,-71.491306,MA,
02171,42.330171,-71.643706,MA,
02176,42.261371,-71.604506,MA,
02180,41.925371,-71.906106,MA,
02184,42.350571,-71.714906,MA,
02186,42.162971,-71.218906,MA,
02188,41.975371,-71.523306,MA,
02189,42.469371,-71.371306,MA,
02190,42.296971,-71.555306,MA,
02191,42.603371,-71.707706,MA,
02215,42.504971,-71.353706,MA,
02266,41.921371,-71.673306,MA,
02301,41.904971,-71.784106,MA,
02302,42.398971,-71.632106,MA,
02322,42.012171,-71.412906,MA,
02324,42.574971,-71.300106,MA,
02330,42.370971,-71.766506,MA,
02332,42.558571,-71.462106,MA,
02333,42.064571,-71.614106,MA,
02338,42.420971,-71.383706,MA,
02339,41.926971,-71.535706,MA,
02341,42.620571,-71.762506,MA,
02342,42.314171,-71.610106,MA,
02343,42.007771,-71.457706,MA,
02345,42.195371,-71.153306,MA,
02346,41.888971,-71.801306,MA,
02347,42.382971,-71.649306,MA,
02351,42.604171,-71.924506,MA,
02352,42.110171,-71.276106,MA,
02355,42.178971,-71.315306,MA,
02356,42.485371,-71.467706,MA,
02359,41.853771,-71.541306,MA,
02360,42.468971,-71.629706,MA,
02364,42.093771,-71.438106,MA,
02367,42.400171,-71.590506,MA,
02368,42.518971,-71.246906,MA,
02370,42.040171,-71.278506,MA,
02375,41.921371,-71.622106,MA,
02379,42.296571,-71.813706,MA,
02382,42.583771,-71.853306,MA,
02383,42.277371,-71.700906,MA,
02418,41.925371,-71.172106,MA,
02420,42.589371,-71.719706,MA,
02421,42.095371,-71.871706,MA,
02427,41.857771,-71.758506,MA,
02445,42.062571,-71.395306,MA,
02451,42.454171,-71.424906,MA,
02453,41.841371,-71.920506,MA,
02458,41.910171,-71.159306,MA,
02459,42.404171,-71.807706,MA,
02460,42.119771,-71.406906,MA,
02461,42.426171,-71.559306,MA,
02462,42.307371,-71.902906,MA,
02464,42.544971,-71.215706,MA,
02465,42.050971,-71.367706,MA,
02467,42.238571,-71.863706,MA,
02468,42.169771,-71.824506,MA,
02472,42.114971,-71.596506,MA,
02474,41.877371,-71.483306,MA,
02476,42.490171,-71.788106,MA,
02478,42.352571,-71.709706,MA,
02481,41.937371,-71.855306,MA,
02493,42.495371,-71.131706,MA,
02494,42.188971,-71.779706,MA,
02532,41.876971,-71.878506,MA,
02535,41.995771,-71.534906,MA,
02536,42.302171,-71.687306,MA,
02537,42.608571,-71.839706,MA,
02538,42.114571,-71.191306,MA,
02539,42.420971,-71.343706,MA,
02540,42.351371,-71.201306,MA,
02554,42.097371,-71.250106,MA,
02556,42.284971,-71.746106,MA,
02558,42.572571,-71.476506,MA,
02559,42.078571,-71.628506,MA,
02561,42.056571,-71.876906,MA,
02562,42.550571,-71.724906,MA,
02563,42.244171,-71.572506,MA,
02568,42.312971,-71.611706,MA,
02571,42.040171,-71.238506,MA,
02575,42.415371,-71.430106,MA,
02576,41.921371,-71.582106,MA,
02601,42.577771,-71.652106,MA,
02627,42.422571,-71.910506,MA,
02630,42.557771,-71.404906,MA,
02631,42.251371,-71.252506,MA,
02632,41.944971,-71.900506,MA,
02633,42.438971,-71.748506,MA,
02638,42.507771,-71.787706,MA,
02639,42.201371,-71.635306,MA,
02642,42.189371,-71.752506,MA,
02644,42.426971,-71.865706,MA,
02645,41.932971,-71.217306,MA,
02648,41.951771,-71.639306,MA,
02649,42.258171,-71.791706,MA,
02653,42.136971,-71.551306,MA,
02657,42.512171,-71.742906,MA,
02660,42.613771,-71.214906,MA,
02664,42.238571,-71.823706,MA,
02668,41.863371,-71.632106,MA,
02671,42.136171,-71.204906,MA,
02672,42.630171,-71.853306,MA,
02673,42.323771,-71.700906,MA,
02674,42.067371,-71.165706,MA,
02675,42.561371,-71.814106,MA,
02701,42.014971,-71.846906,MA,
02702,42.508971,-71.694906,MA,
02703,42.202571,-71.542506,MA,
02715,42.373771,-71.400106,MA,
02717,42.186171,-71.704506,MA,
02718,42.442571,-71.439306,MA,
02719,41.948571,-71.591306,MA,
02720,41.863371,-71.714106,MA,
02721,42.357371,-71.562106,MA,
02723,42.169771,-71.866506,MA,
02724,42.288571,-71.522906,MA,
02726,42.100971,-71.827306,MA,
02738,42.084571,-71.188906,MA,
02739,42.390971,-71.341306,MA,
02740,42.206171,-71.151306,MA,
02743,42.087371,-71.494906,MA,
02744,41.830971,-71.760106,MA,
02745,42.324971,-71.608106,MA,
02746,42.018571,-71.455706,MA,
02747,42.512571,-71.303706,MA,
02748,42.256171,-71.568906,MA,
02760,41.948171,-71.736106,MA,
02762,42.560971,-71.240506,MA,
02764,42.323371,-71.927706,MA,
02766,42.135771,-71.431706,MA,
02767,42.629771,-71.279706,MA,
02769,42.392171,-71.166506,MA,
02770,42.565771,-71.851306,MA,
02771,42.071771,-71.202906,MA,
02777,41.884171,-71.507306,MA,
02779,42.021771,-71.585706,MA,
02780,41.936571,-71.708506,MA,
02789,42.480571,-71.173706,MA,
02790,42.107771,-71.566106,MA,
02802,41.933693,-71.620580,RI,
02804,41.746093,-71.124580,RI,
02806,41.558493,-71.428980,RI,
02807,41.864893,-71.581380,RI,
02809,41.577293,-71.850980,RI,
02813,41.384893,-71.544580,RI,
02814,41.928893,-71.810180,RI,
02816,41.316093,-71.505380,RI,
02817,41.810093,-71.353380,RI,
02818,41.453693,-71.583780,RI,
02822,41.850893,-71.526980,RI,
02824,41.288093,-71.639780,RI,
02825,41.594493,-71.792180,RI,
02827,41.782093,-71.487780,RI,
02828,41.713293,-71.448580,RI,
02830,41.492093,-71.173380,RI,
02831,41.986093,-71.821780,RI,
02832,41.304493,-71.477780,RI,
02835,41.560893,-71.212580,RI,
02837,41.373293,-71.516980,RI,
02838,41.542093,-71.590980,RI,
02839,42.036093,-71.438980,RI,
02840,41.590093,-71.836980,RI,
02842,41.402493,-71.340980,RI,
02852,41.606493,-71.674980,RI,
02853,41.300093,-71.522580,RI,
02857,41.675293,-71.714180,RI,
02858,41.468893,-71.596580,RI,
02859,41.962893,-71.444580,RI,
02860,41.332493,-71.343380,RI,
02861,41.638893,-71.495780,RI,
02862,41.520093,-71.839380,RI,
02863,41.826493,-71.191380,RI,
02864,41.707693,-71.534980,RI,
02865,42.014093,-71.687380,RI,
02871,41.455293,-71.264180,RI,
02874,41.386493,-71.224980,RI,
02876,41.999293,-71.529780,RI,
02878,41.811693,-71.834180,RI,
02879,41.505293,-71.681780,RI,
02881,41.365693,-71.431780,RI,
02882,41.672093,-71.584180,RI,
02885,41.790893,-71.240580,RI,
02886,41.296893,-71.392580,RI,
02888,41.909693,-71.697380,RI,
02889,41.415693,-71.849380,RI,
02891,41.382093,-71.269780,RI,
02892,41.876093,-71.117780,RI,
02893,41.569693,-71.765780,RI,
02894,41.313293,-71.230580,RI,
02895,41.807293,-71.878980,RI,
02896,41.500893,-71.726580,RI,
02898,41.738493,-71.839780,RI,
02903,41.831293,-71.640980,RI,
02904,41.950093,-71.297380,RI,
02905,41.643693,-71.144980,RI,
02906,41.762493,-71.601780,RI,
02907,41.456093,-71.449380,RI,
02908,41.574893,-71.906180,RI,
02909,42.068893,-71.754180,RI,
02910,41.896493,-71.137780,RI,
02911,41.402493,-71.289780,RI,
02914,41.471293,-71.328980,RI,
02915,41.777693,-71.481380,RI,
02916,41.658893,-71.824980,RI,
02917,41.965293,-71.176980,RI,
02918,41.846493,-71.520580,RI,
02919,41.352493,-71.672580,RI,
02920,41.982893,-71.773780,RI,
02921,41.676493,-71.621380,RI,
02952,41.614493,-71.320980,RI,
02964,41.692493,-71.604180,RI,
02997,41.349293,-71.675780,RI,
03006,43.337292,-71.763496,NH,
03031,43.190492,-71.441096,NH,
03032,43.071692,-71.784696,NH,
03033,43.378092,-71.937096,NH,
03034,43.309292,-71.897896,NH,
03036,43.496892,-71.593496,NH,
03037,43.803292,-71.745896,NH,
03038,43.734492,-71.706696,NH,
03042,43.627692,-71.933096,NH,
03043,43.321292,-71.780696,NH,
03044,43.815292,-71.628696,NH,
03045,43.508892,-71.476296,NH,
03046,43.202492,-71.323896,NH,
03047,43.696492,-71.171896,NH,
03048,43.490092,-71.854696,NH,
03049,43.183692,-71.702296,NH,
03051,43.117292,-71.446696,NH,
03052,43.423692,-71.599096,NH,
03053,43.730092,-71.751496,NH,
03054,43.186092,-71.485896,NH,
03055,43.492492,-71.638296,NH,
03056,43.798892,-71.790696,NH,
03057,43.304892,-71.942696,NH,
03058,43.661292,-71.712296,NH,
03060,43.782492,-71.952696,NH,
03062,43.594892,-71.456696,NH,
03063,43.288492,-71.304296,NH,
03064,43.407292,-71.761096,NH,
03070,43.353692,-71.601496,NH,
03071,43.660092,-71.753896,NH,
03076,43.116092,-71.488296,NH,
03077,43.422492,-71.640696,NH,
03078,43.303692,-71.183896,NH,
03079,43.610092,-71.336296,NH,
03082,43.096492,-71.653496,NH,
03084,43.334092,-71.766696,NH,
03086,43.521692,-71.462296,NH,
03087,43.215292,-71.309896,NH,
03100,43.135292,-71.648296,NH,
03101,43.441692,-71.800696,NH,
03102,43.322892,-71.343896,NH,
03103,43.629292,-71.496296,NH,
03104,43.560492,-71.457096,NH,
03106,43.748092,-71.953096,NH,
03109,43.491692,-71.417896,NH,
03110,43.764492,-71.791096,NH,
03134,43.400892,-71.627096,NH,
03149,43.060892,-71.695496,NH,
03192,43.515292,-71.328296,NH,
03216,43.557292,-71.463896,NH,
03217,43.063292,-71.615896,NH,
03220,43.635292,-71.747096,NH,
03221,43.328892,-71.594696,NH,
03222,43.822892,-71.442696,NH,
03223,43.516492,-71.290296,NH,
03224,43.210092,-71.938296,NH,
03225,43.704092,-71.786296,NH,
03226,43.397692,-71.633896,NH,
03227,43.091292,-71.481496,NH,
03229,43.278892,-71.177096,NH,
03230,43.806492,-71.604696,NH,
03233,43.124892,-71.260696,NH,
03234,43.381292,-71.795896,NH,
03235,43.687692,-71.948296,NH,
03237,43.500092,-71.452296,NH,
03240,43.708492,-71.741496,NH,
03241,43.402092,-71.589096,NH,
03242,43.520892,-71.245496,NH,
03244,43.283292,-71.932696,NH,
03246,43.095692,-71.436696,NH,
03247,43.589692,-71.284696,NH,
03249,43.352092,-71.171496,NH,
03250,43.079292,-71.598696,NH,
03251,43.385692,-71.751096,NH,
03253,43.573292,-71.446696,NH,
03254,43.504492,-71.407496,NH,
03256,43.692092,-71.903496,NH,
03257,43.198092,-71.255096,NH,
03258,43.829692,-71.181496,NH,
03260,43.165692,-71.434296,NH,
03261,43.659692,-71.282296,NH,
03263,43.847292,-71.778296,NH,
03264,43.590892,-71.243096,NH,
03266,43.778492,-71.739096,NH,
03268,43.215692,-71.851896,NH,
03269,43.709692,-71.699896,NH,
03275,43.268092,-71.252696,NH,
03276,43.574492,-71.405096,NH,
03278,43.386892,-71.709496,NH,
03279,43.693292,-71.861896,NH,
03280,43.238892,-71.428696,NH,
03281,43.732892,-71.276696,NH,
03282,43.851692,-71.733496,NH,
03285,43.357692,-71.885496,NH,
03290,43.610092,-71.355896,NH,
03301,43.094492,-71.525496,NH,
03302,43.400892,-71.677896,NH,
03303,43.707292,-71.830296,NH,
03304,43.213292,-71.181896,NH,
03307,43.332092,-71.638696,NH,
03320,43.330492,-71.958296,NH,
03336,43.346892,-71.796296,NH,
03346,43.090892,-71.916696,NH,
03400,43.188492,-71.264296,NH,
03431,43.654492,-71.246696,NH,
03440,43.519292,-71.752296,NH,
03441,43.212892,-71.599896,NH,
03442,43.706892,-71.447896,NH,
03444,43.144092,-71.560696,NH,
03445,43.638092,-71.408696,NH,
03446,43.331692,-71.256296,NH,
03447,43.825692,-71.904696,NH,
03448,43.569292,-71.369496,NH,
03449,43.262892,-71.217096,NH,
03450,43.690892,-71.331896,NH,
03451,43.196892,-71.483896,NH,
03452,43.503292,-71.636296,NH,
03455,43.622092,-71.292696,NH,
03458,43.740892,-71.749496,NH,
03461,43.755692,-71.907096,NH,
03462,43.074092,-71.563096,NH,
03464,43.636892,-71.450296,NH,
03465,43.330492,-71.297896,NH,
03467,43.142892,-71.602296,NH,
03470,43.432892,-71.916696,NH,
